# http://colorado.rstudio.com/rsc/content/1703/ --workers 1 --loaded-duration-minutes 5 --output-dir baseline
# {"appUrl":"http://colorado.rstudio.com/rsc/content/1703/","debugLog":false,"loadedDurationMinutes":5.0,"logLevel":"WARN","outputDir":"baseline","overwriteOutput":false,"recordingPath":"recording.log","workers":1}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
0,0,0,PLAYER_SESSION_CREATE,1543869389503,0,
0,0,0,REQ_HOME_START,1543869389504,3,
0,0,0,REQ_HOME_END,1543869389954,3,
0,0,0,REQ_GET_START,1543869389955,4,
0,0,0,REQ_GET_END,1543869389977,4,
0,0,0,REQ_GET_START,1543869389977,5,
0,0,0,REQ_GET_END,1543869390008,5,
0,0,0,REQ_GET_START,1543869390008,6,
0,0,0,REQ_GET_END,1543869390039,6,
0,0,0,REQ_GET_START,1543869390040,7,
0,0,0,REQ_GET_END,1543869390065,7,
0,0,0,REQ_GET_START,1543869390065,8,
0,0,0,REQ_GET_END,1543869390090,8,
0,0,0,REQ_GET_START,1543869390090,9,
0,0,0,REQ_GET_END,1543869390101,9,
0,0,0,REQ_GET_START,1543869390101,10,
0,0,0,REQ_GET_END,1543869390127,10,
0,0,0,REQ_GET_START,1543869390127,11,
0,0,0,REQ_GET_END,1543869390146,11,
0,0,0,REQ_GET_START,1543869390146,12,
0,0,0,REQ_GET_END,1543869390161,12,
0,0,0,REQ_GET_START,1543869390161,13,
0,0,0,REQ_GET_END,1543869390175,13,
0,0,0,REQ_GET_START,1543869390175,14,
0,0,0,REQ_GET_END,1543869390200,14,
0,0,0,REQ_GET_START,1543869390200,15,
0,0,0,REQ_GET_END,1543869390252,15,
0,0,0,REQ_GET_START,1543869390253,16,
0,0,0,REQ_GET_END,1543869390274,16,
0,0,0,REQ_GET_START,1543869390274,17,
0,0,0,REQ_GET_END,1543869390299,17,
0,0,0,REQ_TOK_START,1543869390300,18,
0,0,0,REQ_TOK_END,1543869390315,18,
0,0,0,REQ_SINF_START,1543869390316,19,
0,0,0,REQ_SINF_END,1543869390328,19,
0,0,0,WS_OPEN_START,1543869390329,20,
0,0,0,WS_OPEN_END,1543869390353,20,
0,0,0,WS_RECV_START,1543869390354,21,
0,0,0,WS_RECV_END,1543869390357,21,
0,0,0,PLAYBACK_SLEEPBEFORE_START,1543869390357,22,
0,0,0,PLAYBACK_SLEEPBEFORE_END,1543869390425,22,
0,0,0,WS_SEND_START,1543869390425,22,
0,0,0,WS_SEND_END,1543869390426,22,
0,0,0,PLAYBACK_SLEEPBEFORE_START,1543869390426,23,
0,0,0,PLAYBACK_SLEEPBEFORE_END,1543869390463,23,
0,0,0,WS_SEND_START,1543869390463,23,
0,0,0,WS_SEND_END,1543869390463,23,
0,0,0,WS_RECV_INIT_START,1543869390464,24,
0,0,0,WS_RECV_INIT_END,1543869390560,24,
0,0,0,WS_RECV_START,1543869390560,25,
0,0,0,WS_RECV_END,1543869391058,25,
0,0,0,PLAYBACK_SLEEPBEFORE_START,1543869391058,26,
0,0,0,PLAYBACK_SLEEPBEFORE_END,1543869391507,26,
0,0,0,REQ_GET_START,1543869391507,26,
0,0,0,REQ_GET_END,1543869391530,26,
0,0,0,PLAYBACK_SLEEPBEFORE_START,1543869391530,27,
0,0,0,PLAYBACK_SLEEPBEFORE_END,1543869391546,27,
0,0,0,REQ_GET_START,1543869391546,27,
0,0,0,REQ_GET_END,1543869391564,27,
0,0,0,PLAYBACK_SLEEPBEFORE_START,1543869391564,28,
0,0,0,PLAYBACK_SLEEPBEFORE_END,1543869391933,28,
0,0,0,REQ_GET_START,1543869391933,28,
0,0,0,REQ_GET_END,1543869391955,28,
0,0,0,PLAYBACK_SLEEPBEFORE_START,1543869391955,29,
0,0,0,PLAYBACK_SLEEPBEFORE_END,1543869392004,29,
0,0,0,WS_SEND_START,1543869392004,29,
0,0,0,WS_SEND_END,1543869392005,29,
0,0,0,WS_RECV_START,1543869392005,30,
0,0,0,WS_RECV_END,1543869392827,30,
