# http://colorado.rstudio.com/rsc/content/1703/ --workers 25 --loaded-duration-minutes 5 --output-dir twentyfive
# {"appUrl":"http://colorado.rstudio.com/rsc/content/1703/","debugLog":false,"loadedDurationMinutes":5.0,"logLevel":"WARN","outputDir":"twentyfive","overwriteOutput":false,"recordingPath":"recording.log","workers":25}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
7,7,0,PLAYER_SESSION_CREATE,1543870003617,0,
7,7,0,REQ_HOME_START,1543870003617,3,
7,7,0,REQ_HOME_END,1543870003656,3,
7,7,0,REQ_GET_START,1543870003657,4,
7,7,0,REQ_GET_END,1543870003670,4,
7,7,0,REQ_GET_START,1543870003670,5,
7,7,0,REQ_GET_END,1543870003683,5,
7,7,0,REQ_GET_START,1543870003683,6,
7,7,0,REQ_GET_END,1543870003693,6,
7,7,0,REQ_GET_START,1543870003693,7,
7,7,0,REQ_GET_END,1543870003706,7,
7,7,0,REQ_GET_START,1543870003706,8,
7,7,0,REQ_GET_END,1543870003720,8,
7,7,0,REQ_GET_START,1543870003720,9,
7,7,0,REQ_GET_END,1543870003725,9,
7,7,0,REQ_GET_START,1543870003725,10,
7,7,0,REQ_GET_END,1543870003737,10,
7,7,0,REQ_GET_START,1543870003737,11,
7,7,0,REQ_GET_END,1543870003748,11,
7,7,0,REQ_GET_START,1543870003748,12,
7,7,0,REQ_GET_END,1543870003757,12,
7,7,0,REQ_GET_START,1543870003757,13,
7,7,0,REQ_GET_END,1543870003767,13,
7,7,0,REQ_GET_START,1543870003767,14,
7,7,0,REQ_GET_END,1543870003774,14,
7,7,0,REQ_GET_START,1543870003774,15,
7,7,0,REQ_GET_END,1543870003790,15,
7,7,0,REQ_GET_START,1543870003790,16,
7,7,0,REQ_GET_END,1543870003800,16,
7,7,0,REQ_GET_START,1543870003800,17,
7,7,0,REQ_GET_END,1543870003812,17,
7,7,0,REQ_TOK_START,1543870003812,18,
7,7,0,REQ_TOK_END,1543870003816,18,
7,7,0,REQ_SINF_START,1543870003817,19,
7,7,0,REQ_SINF_END,1543870003821,19,
7,7,0,WS_OPEN_START,1543870003821,20,
7,7,0,WS_OPEN_END,1543870003825,20,
7,7,0,WS_RECV_START,1543870003828,21,
7,7,0,WS_RECV_END,1543870003828,21,
7,7,0,PLAYBACK_SLEEPBEFORE_START,1543870003828,22,
7,7,0,PLAYBACK_SLEEPBEFORE_END,1543870003896,22,
7,7,0,WS_SEND_START,1543870003896,22,
7,7,0,WS_SEND_END,1543870003897,22,
7,7,0,PLAYBACK_SLEEPBEFORE_START,1543870003897,23,
7,7,0,PLAYBACK_SLEEPBEFORE_END,1543870003934,23,
7,7,0,WS_SEND_START,1543870003934,23,
7,7,0,WS_SEND_END,1543870003934,23,
7,7,0,WS_RECV_INIT_START,1543870003934,24,
7,7,0,WS_RECV_INIT_END,1543870003934,24,
7,7,0,WS_RECV_START,1543870003934,25,
7,7,0,WS_RECV_END,1543870004193,25,
7,7,0,PLAYBACK_SLEEPBEFORE_START,1543870004193,26,
7,7,0,PLAYBACK_SLEEPBEFORE_END,1543870004641,26,
7,7,0,REQ_GET_START,1543870004641,26,
7,7,0,REQ_GET_END,1543870004654,26,
7,7,0,PLAYBACK_SLEEPBEFORE_START,1543870004654,27,
7,7,0,PLAYBACK_SLEEPBEFORE_END,1543870004670,27,
7,7,0,REQ_GET_START,1543870004670,27,
7,7,0,REQ_GET_END,1543870004682,27,
7,7,0,PLAYBACK_SLEEPBEFORE_START,1543870004682,28,
7,7,0,PLAYBACK_SLEEPBEFORE_END,1543870005050,28,
7,7,0,REQ_GET_START,1543870005050,28,
7,7,0,REQ_GET_END,1543870005064,28,
7,7,0,PLAYBACK_SLEEPBEFORE_START,1543870005064,29,
7,7,0,PLAYBACK_SLEEPBEFORE_END,1543870005113,29,
7,7,0,WS_SEND_START,1543870005113,29,
7,7,0,WS_SEND_END,1543870005113,29,
7,7,0,WS_RECV_START,1543870005113,30,
7,7,0,WS_RECV_END,1543870005935,30,
7,7,0,PLAYBACK_SLEEPBEFORE_START,1543870005935,31,
7,7,0,PLAYBACK_SLEEPBEFORE_END,1543870012249,31,
7,7,0,WS_SEND_START,1543870012249,31,
7,7,0,WS_SEND_END,1543870012250,31,
